,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
1951,False,/7heMAaXlsI3BwTatyxBSNTP3GhO.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,21042,tt0089748,sh,Otac na službenom putu,"Tito's break-up with Stalin in 1948 marked the beginning of not only confusing, but also very dangerous years for many hard-core Yugoslav communists. A careless remark about the newspaper cartoon is enough for Mesha to join many arrested unfortunates. His family is now forced to cope with the situation and wait for his release from prison.",8.691,/jhTu6UwP32jPwiBccGAkZq0yqvV.jpg,"[{'id': 3718, 'logo_path': None, 'name': 'Forum Sarajevo', 'origin_country': 'BA'}, {'id': 15165, 'logo_path': None, 'name': 'Centar film', 'origin_country': 'RS'}, {'id': 28713, 'logo_path': None, 'name': 'Sutjeska Film', 'origin_country': 'BA'}, {'id': 1444, 'logo_path': '/1848gsFuV3EGewKg8xWADAyJUVy.png', 'name': 'The Cannon Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'YU', 'name': 'Yugoslavia'}]",1985-01-15,0,136,"[{'english_name': 'Serbo-Croatian', 'iso_639_1': 'sh', 'name': ''}]",Released,,When Father Was Away on Business,False,7.371,112
1952,False,/7vPEmp4sXIBokLCAmHzLKQtJdZ2.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,16082,tt0090319,en,White Nights,"After his plane crashes in Siberia, a Russian dancer, who defected to the West, is held prisoner in the Soviet Union. The KGB keeps him under watch and tries to convince him to become a dancer for the Kirov Academy of Ballet again. Determined to escape, he befriends a black American expatriate and his pregnant Russian wife, who agree to help him escape to the American Embassy.",12.808,/ampweVzwwWQHSwFvz2YTyRIrJza.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-11-22,42160849,136,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Two men. Not soldiers. Not heroes. Just dancers. Willing to risk their lives for freedom-and each other.,White Nights,False,6.7,119
1953,False,/6o8KezLpnp3XwXQEJKA4jCzvV5X.jpg,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}]",,13938,tt0089461,en,The Last Dragon,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",12.313,/iUfDbxQ93IZSHucaKMQgs4eejWG.jpg,"[{'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 2730, 'logo_path': None, 'name': 'Motown Productions', 'origin_country': ''}, {'id': 3088, 'logo_path': None, 'name': 'Tri-Star-Delphi III Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-03-22,25754284,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,The Last Dragon,False,6.373,233
1954,False,/hvGWyyC8wER1I8ExSXNtFBs7Mgd.jpg,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/ofwSiqOFShhunAIYYdSMHMJQSx2.jpg', 'backdrop_path': '/dOSECZImeyZldoq0ObieBE0lwie.jpg'}",30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.mgm.com/movies/a-view-to-a-kill,707,tt0090264,en,A View to a Kill,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,41.905,/arJF829RP9cYvh0NU70dC5TtXSa.jpg,"[{'id': 7576, 'logo_path': '/oYcUi1byZ312Z3xiz5ojz9RQLND.png', 'name': 'EON Productions', 'origin_country': 'GB'}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 10761, 'logo_path': None, 'name': 'Danjaq', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-05-24,152427960,131,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Has James Bond finally met his match?,A View to a Kill,False,6.226,1856
1955,False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,89300,tt0089569,en,Maxie,"When Nick and Jan move into their new apartment in San Francisco, the batty landlady upstairs tells them about a girl who used to live there in the 20's: a brash young party girl named Maxie, who died in a car crash the morning before her big audition for a Hollywood studio. The trouble is, Maxie, or rather her ghost, hasn't left the house. Worse, she can take over Jan's body. And the only way she's going to leave is if she gets that audition.",3.438,/A8r4kohTjz3rL7RdLDl2FRsQVHY.jpg,"[{'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}, {'id': 32178, 'logo_path': None, 'name': 'Aurora', 'origin_country': ''}, {'id': 6527, 'logo_path': None, 'name': 'Elsboy Entertainment', 'origin_country': ''}, {'id': 13963, 'logo_path': None, 'name': 'Orion', 'origin_country': 'IN'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-09-27,2564322,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Her big movie comeback has a ghost of a chance.,Maxie,False,5.4,17
1956,False,/AvPLYsn8SyDWFFBzBqmsohZ5p8x.jpg,,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,1816,tt0088915,en,A Chorus Line,"A group of dancers congregate on the stage of a Broadway theatre to audition for a new musical production directed by Zach. After the initial eliminations, seventeen hopefuls remain, among them Cassie, who once had a tempestuous romantic relationship with Zach. She is desperate enough for work to humble herself and audition for him; whether he's willing to let professionalism overcome his personal feelings about their past remains to be seen.",15.825,/eCyWdrWp6uTmXq0ZeFFxzWPNByN.jpg,"[{'id': 67889, 'logo_path': None, 'name': 'Polygram Pictures', 'origin_country': 'US'}, {'id': 757, 'logo_path': None, 'name': 'Embassy Films Associates', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-12-10,14202899,117,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,One singular sensation!,A Chorus Line,False,6.246,167
1957,False,/aON9Xpl2doO6ir7KRVfw2f6x2je.jpg,,1250000,"[{'id': 18, 'name': 'Drama'}]",,11703,tt0089424,en,Kiss of the Spider Woman,"The story of two radically different men thrown together in a Latin American prison cell. One is Valentin, a journalist being tortured for his political beliefs. The other is Molina, a gay window-dresser who fills their lonely nights by spinning romantic fantasies drawn from memories of old movies.",19.412,/5wXHJjPOSBPsI6JAt3AU2N26kit.jpg,"[{'id': 2434, 'logo_path': None, 'name': 'HB Filmes', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-26,17000000,120,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Kiss of the Spider Woman,False,7.033,272
1958,False,/qWST3wj27YRZH9yDgihKpkNC6xc.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,2075,tt0089841,en,Prizzi's Honor,"Charley Partanna is a hitman who works for the Prizzis, one of the richest crime families in the US. When he sees Irene Walker, it's love at first sight. But he soon finds that she, too, is a killer for hire. Charley can overlook his suspicions, but he can't turn off his heart. And the couple must remember that even if they love each other, the Prizzis love only money.",11.828,/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 13671, 'logo_path': None, 'name': 'ABC Motion Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-06-14,26657534,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Hired killers by day. Devoted lovers by night. Until they found out their next assignment was each other.,Prizzi's Honor,False,6.354,347
1959,False,/oPQqAgvVLpvmQOalLHxXlRQtHYY.jpg,,15000000,"[{'id': 53, 'name': 'Thriller'}]",,12235,tt0089360,en,Jagged Edge,"San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires lawyer Teddy Barnes to defend him, despite the fact she hasn't handled a criminal case for many years. There's a certain chemistry between them and Teddy soon finds herself defending the man she loves.",25.786,/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg,"[{'id': 7401, 'logo_path': None, 'name': 'Delphi IV Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-04,40500000,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"When a murder case is this shocking, which do you trust? Your emotions or your evidence?",Jagged Edge,False,6.288,240
1960,False,/rhMpAPvoy1beXd8gA6CvYoCSztj.jpg,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",,873,tt0088939,en,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",23.221,/ziosRyziefrmEmAMIswpjQzvAur.jpg,"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 4357, 'logo_path': None, 'name': 'The Guber-Peters Company', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 172630, 'logo_path': None, 'name': 'Warner Bros.', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-12-18,146300000,154,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's about life. It's about love. It's about us.,The Color Purple,False,7.752,1656
1961,False,/5LM45AyMjCCpiN7sIHvV1RQhAPN.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,42045,tt0090110,en,Sweet Dreams,"The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.",6.023,/I7vES02YhR0gbaMcClZ5ayWi4x.jpg,"[{'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 514, 'logo_path': None, 'name': 'Silver Screen Partners', 'origin_country': ''}, {'id': 3268, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-02,0,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"She fought harder, loved more and went further than most people ever dream",Sweet Dreams,False,6.6,46
1962,False,/ziRWOYnl6e2JUaHYmFLR1kfcECM.jpg,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,68,tt0088846,en,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",23.607,/d0PibPzCK4fVikjoD1PqHovbvkt.jpg,"[{'id': 10214, 'logo_path': None, 'name': 'Embassy International Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-02-20,9900000,143,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's only a state of mind.,Brazil,False,7.68,3123
1963,False,/wUvn8kcausADaBOAabm7X1pQtoi.jpg,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",,35144,tt0089385,en,The Journey of Natty Gann,"America is in the depths of the Great Depression. Families drift apart when faraway jobs beckon. A courageous young girl confronts overwhelming odds when she embarks on a cross-country search for her father. During her odyssey, she forms a close bond with two diverse traveling companions: a magnificent, protective wolf, and a hardened drifter.",10.831,/zd72DMUaTUsPKmYf9GZ8o0dptp6.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10513, 'logo_path': None, 'name': 'Lobell/Bergman Productions', 'origin_country': ''}, {'id': 10531, 'logo_path': None, 'name': 'Silver Screen Partners II', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-09-27,9708373,101,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The journey that made the impossible come true.,The Journey of Natty Gann,False,6.9,133
1964,False,/5gl3x5c7WsqHjW1ZJjYhCuBr0dC.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,42032,tt0088811,de,Bittere Ernte,"In the winter of 1942-43, a Jewish family leaps from a train going through Silesia. They are separated in the woods, and Leon, a local peasant who's now a farmer of some wealth, discovers the woman, Rosa, and hides her in his cellar. Leon's a middle-aged Catholic bachelor, tormented by his sexual drive. He doesn't tell Rosa he's seen signs her husband is alive, and he begs her to love him. Rosa offers herself to Leon if he'll help a local Jew in hiding who needs money. Leon pays, and love between Rosa and him does develop, but then Leon's peasant subservience and his limited empathy lead to tragedy. At the war's end, a ray of sunshine comes from an unexpected place.",2.64,/9iNArCw1DuOC2V5FK5C0FbLw1Et.jpg,"[{'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}, {'id': 1787, 'logo_path': '/tWdfCS6OBkxSuXao5lluNKDIvlc.png', 'name': 'CCC Filmkunst', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1985-02-20,0,101,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Angry Harvest,False,6.5,11
1965,False,/21i0STBZUzhdNqJ2SpiBFpUGWZw.jpg,"{'id': 12141, 'name': '3 Men (Original) Collection', 'poster_path': '/iimUB4vBX5wLOkK4fhU1nhL12HX.jpg', 'backdrop_path': '/jjD8fYgi52NaIIWnFdWCGmwk5Sk.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,4180,tt0090206,fr,3 Hommes et un couffin,"Three young men - Jacques, Pierre, and Michel - share an apartment in Paris, and have many girlfriends and parties. Once, during a party, a friend of Jacques' tells him he has a quite compromising package to deliver, and asks him if he can leave it discreetly at their place. Jacques agrees and, as he works as a steward, flies away for a one-month trip in Japan, telling Pierre and Michel about the package. Then, one of Jacques' former girlfriends drops a baby before their door, making Pierre and Michel believing it is the package they are waiting for. Their lives are then completely changed.",8.578,/3TfJL5jbyWFUOe1NB81iI8w7Gct.jpg,"[{'id': 472, 'logo_path': None, 'name': 'Soprofilms', 'origin_country': ''}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 324, 'logo_path': None, 'name': 'Flach Film', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1985-09-18,2052466,106,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,"In one split second, their lives went from party to potty.",Three Men and a Cradle,False,6.274,246
1966,False,/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/5Xsu2o5IsZRuuxCEVZ9nVve21FP.jpg', 'backdrop_path': '/AqQotqj7XOI6GjB28nhMMa8YzOT.jpg'}",19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",62.759,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-03,381109762,116,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He was never in time for his classes. He wasn't in time for his dinner. Then one day...he wasn't in his time at all.,Back to the Future,False,8.317,19054
1967,False,/qOPsoa0EG2aZEXysPt6PDnMBgkW.jpg,,23000000,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]",,11509,tt0090022,en,Silverado,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",30.384,/k6zurzegRKsNGMICXZ57VJDUzXO.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-10,32200000,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Four strangers become friends. Four friends become heroes. On the road to Silverado.,Silverado,False,6.961,666
1968,False,/lEs8B5bmaTpC5zBgrMznoOVvweL.jpg,,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,526,tt0089457,en,Ladyhawke,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",20.588,/l3nRJ9Cs7C1AZ7das8S76QqwqjI.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-03-27,18432000,121,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,False,7.032,1070
1969,False,/xh820ngf1lauGQuFiTvzYuCe6vj.jpg,"{'id': 5039, 'name': 'Rambo Collection', 'poster_path': '/feGOEOVrOLyjtEnVa88rQLgD3XY.jpg', 'backdrop_path': '/ecvVwlK75evrAlsEE96V14KN6MN.jpg'}",44000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",https://www.lionsgate.com/movies/rambo-first-blood-part-ii,1369,tt0089880,en,Rambo: First Blood Part II,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,54.608,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,"[{'id': 275, 'logo_path': '/2MxNWlN5b3UXt1OfmznsWEQzFwq.png', 'name': 'Carolco Pictures', 'origin_country': 'US'}, {'id': 5153, 'logo_path': '/d4BySWBlcGBBY58FG78DWMi9nrs.png', 'name': 'Estudios Churubusco Azteca', 'origin_country': 'MX'}, {'id': 52941, 'logo_path': None, 'name': 'Anabasis N.V.', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",1985-05-21,300400432,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Vietnamese', 'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,"No man, no law, no war can stop him.",Rambo: First Blood Part II,False,6.633,3669
1970,False,/s3s0zoW2Vsllx24mw1UW1n9OmYa.jpg,,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://movies.disney.com/return-to-oz,13155,tt0089908,en,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",24.557,/zKaH6CbrgxNLw9lsEinLxx173Tw.jpg,"[{'id': 15395, 'logo_path': None, 'name': 'Oz Productions Ltd.', 'origin_country': ''}, {'id': 10531, 'logo_path': None, 'name': 'Silver Screen Partners II', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-06-21,11137801,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An all-new adventure down the yellow brick road.,Return to Oz,False,6.709,970
1971,False,/depMebS7tRuR8ebxghxdkIlnX3s.jpg,,18000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",,11904,tt0090357,en,Young Sherlock Holmes,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",12.172,/aOxVYvQoAfNSns4hW5Ah55GBzgq.jpg,"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-12-04,63700000,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Before a lifetime of adventure, they lived the adventure of a lifetime.",Young Sherlock Holmes,False,6.7,579
1972,False,/9fFAFgOuQZ1maUIgYcw1pcgbR1m.jpg,"{'id': 8945, 'name': 'Mad Max Collection', 'poster_path': '/5q63RIHE6SeLlaOaUWLL9vMcwsu.jpg', 'backdrop_path': '/7ECkRbU1OvDCDLxUv5YBBDxfGF3.jpg'}",10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,9355,tt0089530,en,Mad Max Beyond Thunderdome,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",42.855,/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg,"[{'id': 2537, 'logo_path': None, 'name': 'Kennedy Miller Productions', 'origin_country': 'AU'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 44631, 'logo_path': '/gpPl74gAc8LkP76pHr2UdR9djKX.png', 'name': 'Roadshow Films', 'origin_country': 'AU'}, {'id': 172630, 'logo_path': None, 'name': 'Warner Bros.', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-06-29,36230219,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Hold out for Mad Max. This is his greatest adventure.,Mad Max Beyond Thunderdome,False,6.198,2648
1973,False,/oGYRCq5eBhgXuLX20czONxa0uC8.jpg,,31000000,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,606,tt0089755,en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",23.35,/3ao9wNPTdpFDWVMyqDZGZnSGpz5.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 205, 'logo_path': None, 'name': 'Mirage Entertainment', 'origin_country': ''}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-12-20,227514205,161,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swahili', 'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,Based on a true story.,Out of Africa,False,7.171,1303
