,year_film,year_award,ceremony,category,nominee,film,win,tmdb_id
2348,1985,1986,43,ACTRESS (DRAMA),Anne Bancroft,Agnes of God,False,24735.0
2349,1985,1986,43,ACTRESS (DRAMA),Cher,Mask,False,11177.0
2350,1985,1986,43,ACTRESS (DRAMA),Geraldine Page,"Trip To Bountiful, The",False,47908.0
2351,1985,1986,43,ACTOR (DRAMA),Jon Voight,Runaway Train,True,11893.0
2352,1985,1986,43,ACTOR (DRAMA),Harrison Ford,Witness,False,9281.0
2353,1985,1986,43,ACTOR (DRAMA),Gene Hackman,Twice in a Lifetime,False,123049.0
2354,1985,1986,43,ACTOR (DRAMA),William Hurt,Kiss of the Spider Woman,False,11703.0
2355,1985,1986,43,ACTOR (DRAMA),Raul Julia,Kiss of the Spider Woman,False,11703.0
2356,1985,1986,43,ACTRESS (COM),Kathleen Turner,Prizzi's Honor,True,2075.0
2357,1985,1986,43,ACTRESS (COM),Rosanna Arquette,Desperately Seeking Susan,False,8130.0
2358,1985,1986,43,ACTRESS (COM),Glenn Close,Maxie,False,89300.0
2359,1985,1986,43,ACTRESS (COM),Mia Farrow,"Purple Rose of Cairo, The",False,10849.0
2360,1985,1986,43,ACTRESS (COM),Sally Field,Murphy's Romance,False,34322.0
2361,1985,1986,43,ACTOR (COM),Jack Nicholson,Prizzi's Honor,True,2075.0
2362,1985,1986,43,ACTOR (COM),Griffin Dunne,After Hours,False,10843.0
2363,1985,1986,43,ACTOR (COM),Michael J. Fox,Back To The Future,False,105.0
2364,1985,1986,43,ACTOR (COM),James Garner,Murphy's Romance,False,34322.0
2365,1985,1986,43,ACTOR (COM),Jeff Daniels,"Purple Rose of Cairo, The",False,10849.0
2366,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Meg Tilly,Agnes of God,True,24735.0
2367,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Sônia Braga,Kiss of the Spider Woman,False,11703.0
2368,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,Prizzi's Honor,False,2075.0
2369,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Amy Madigan,Twice in a Lifetime,False,123049.0
2370,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Kelly McGillis,Witness,False,9281.0
2371,1985,1986,43,ACTRESS IN A SUPPORTING ROLE,Oprah Winfrey,"Color Purple, The",False,873.0
2372,1985,1986,43,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,Out of Africa,True,606.0
2373,1985,1986,43,ACTOR IN A SUPPORTING ROLE,Joel Grey,Remo Williams: The Adventure Begins,False,10553.0
2374,1985,1986,43,ACTOR IN A SUPPORTING ROLE,John Lone,Year of the Dragon,False,11018.0
2375,1985,1986,43,ACTOR IN A SUPPORTING ROLE,Eric Roberts,Runaway Train,False,11893.0
2376,1985,1986,43,ACTOR IN A SUPPORTING ROLE,Eric Stoltz,Mask,False,11177.0
2377,1985,1986,43,DIRECTING,John Huston,Prizzi's Honor,True,2075.0
2378,1985,1986,43,DIRECTING,Richard Attenborough,"Chorus Line: The Movie, A",False,1816.0
2379,1985,1986,43,DIRECTING,Sydney Pollack,Out of Africa,False,606.0
2380,1985,1986,43,DIRECTING,Steven Spielberg,"Color Purple, The",False,873.0
2381,1985,1986,43,DIRECTING,Peter Weir,Witness,False,9281.0
2382,1985,1986,43,BEST SCREENPLAY,Woody Allen,"Purple Rose of Cairo, The",True,10849.0
2383,1985,1986,43,BEST SCREENPLAY,Bob Gale,Back To The Future,False,105.0
2384,1985,1986,43,BEST SCREENPLAY,Kurt Luedtke,Out of Africa,False,606.0
2385,1985,1986,43,BEST SCREENPLAY,Richard Condon,Prizzi's Honor,False,2075.0
2386,1985,1986,43,BEST SCREENPLAY,William Kelley,Witness,False,9281.0
2387,1985,1986,43,FOREIGN,The Official Story,The Official Story,True,29263.0
2388,1985,1986,43,FOREIGN,Colonel Redl,Colonel Redl,False,29471.0
2389,1985,1986,43,FOREIGN,Ran,Ran,False,11645.0
2390,1985,1986,43,FOREIGN,When Father Was Away on Business,When Father Was Away on Business,False,21042.0
2391,1985,1986,43,FOREIGN,A Year of the Quiet Sun,A Year of the Quiet Sun,False,42096.0
2392,1985,1986,43,BEST SCORE,John Barry,Out of Africa,True,606.0
2393,1985,1986,43,BEST SCORE,David Mansfield,Year of the Dragon,False,11018.0
2394,1985,1986,43,BEST SCORE,Quincy Jones,"Color Purple, The",False,873.0
2395,1985,1986,43,BEST SCORE,Michel Colombier,White Nights,False,16082.0
2396,1985,1986,43,BEST SCORE,Maurice Jarre,Witness,False,9281.0
2397,1985,1986,43,BEST SONG,"Say You, Say Me, Lionel Richie",White Nights,True,16082.0
2398,1985,1986,43,BEST SONG,"The Power of Love, Huey Lewis, Chris Hayes",Back To The Future,False,105.0
2399,1985,1986,43,BEST SONG,"Rhythm of the Night, Diane Warren",Berry Gordy's The Last Dragon,False,13938.0
2400,1985,1986,43,BEST SONG,"A View To a Kill, John Barry, Duran Duran, Bernard Edwards","View to a Kill, A",False,707.0
2401,1985,1986,43,BEST SONG,"We Don't Need Another Hero (Thunderdome), Terry Britten, Graham Lyle",Mad Max Beyond Thunderdome,False,9355.0
2402,1985,1986,43,SPECIAL AWARD,Barbara Stanwyck,,False,
2403,1986,1987,44,BEST PICTURE (DRAMA),Platoon,Platoon,True,792.0
2404,1986,1987,44,BEST PICTURE (DRAMA),Children of a Lesser God,Children of a Lesser God,False,1890.0
2405,1986,1987,44,BEST PICTURE (DRAMA),"Mission, The","Mission, The",False,11416.0
2406,1986,1987,44,BEST PICTURE (DRAMA),Mona Lisa,Mona Lisa,False,10002.0
2407,1986,1987,44,BEST PICTURE (DRAMA),"Room with a View, A","Room with a View, A",False,11257.0
2408,1986,1987,44,BEST PICTURE (DRAMA),Stand By Me,Stand By Me,False,235.0
2409,1986,1987,44,BEST PICTURE (COM),Hannah and Her Sisters,Hannah and Her Sisters,True,5143.0
2410,1986,1987,44,BEST PICTURE (COM),Crimes of the Heart,Crimes of the Heart,False,48259.0
2411,1986,1987,44,BEST PICTURE (COM),Down and Out In Beverly Hills,Down and Out In Beverly Hills,False,9941.0
2412,1986,1987,44,BEST PICTURE (COM),Little Shop of Horrors,Little Shop of Horrors,False,10776.0
2413,1986,1987,44,BEST PICTURE (COM),Peggy Sue Got Married,Peggy Sue Got Married,False,10013.0
2414,1986,1987,44,BEST PICTURE (COM),Crocodile Dundee,Crocodile Dundee,False,9671.0
2415,1986,1987,44,ACTRESS (DRAMA),Marlee Matlin,Children of a Lesser God,True,1890.0
2416,1986,1987,44,ACTRESS (DRAMA),Julie Andrews,Duet for One,False,52964.0
2417,1986,1987,44,ACTRESS (DRAMA),Anne Bancroft,"'night, Mother",False,34760.0
2418,1986,1987,44,ACTRESS (DRAMA),Farrah Fawcett,Extremities,False,44326.0
2419,1986,1987,44,ACTRESS (DRAMA),Sigourney Weaver,Aliens,False,679.0
2420,1986,1987,44,ACTOR (DRAMA),Bob Hoskins,Mona Lisa,True,10002.0
2421,1986,1987,44,ACTOR (DRAMA),Harrison Ford,"Mosquito Coast, The",False,11120.0
2422,1986,1987,44,ACTOR (DRAMA),Dexter Gordon,'Round Midnight,False,14670.0
2423,1986,1987,44,ACTOR (DRAMA),William Hurt,Children of a Lesser God,False,1890.0
2424,1986,1987,44,ACTOR (DRAMA),Jeremy Irons,"Mission, The",False,11416.0
2425,1986,1987,44,ACTOR (DRAMA),Paul Newman,"Color of Money, The",False,11873.0
2426,1986,1987,44,ACTRESS (COM),Sissy Spacek,Crimes of the Heart,True,48259.0
2427,1986,1987,44,ACTRESS (COM),Kathleen Turner,Peggy Sue Got Married,False,10013.0
2428,1986,1987,44,ACTRESS (COM),Julie Andrews,That's Life!,False,52961.0
2429,1986,1987,44,ACTRESS (COM),Melanie Griffith,Something Wild,False,11300.0
2430,1986,1987,44,ACTRESS (COM),Bette Midler,Down and Out In Beverly Hills,False,9941.0
2431,1986,1987,44,ACTOR (COM),Paul Hogan,Crocodile Dundee,True,9671.0
2432,1986,1987,44,ACTOR (COM),Matthew Broderick,Ferris Bueller's Day Off,False,9377.0
2433,1986,1987,44,ACTOR (COM),Jeff Daniels,Something Wild,False,11300.0
2434,1986,1987,44,ACTOR (COM),Danny DeVito,Ruthless People,False,12151.0
2435,1986,1987,44,ACTOR (COM),Jack Lemmon,That's Life!,False,52961.0
2436,1986,1987,44,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,"Room with a View, A",True,11257.0
2437,1986,1987,44,ACTRESS IN A SUPPORTING ROLE,Linda Kozlowski ,Crocodile Dundee,False,9671.0
2438,1986,1987,44,ACTRESS IN A SUPPORTING ROLE,Mary Elizabeth Mastrantonio,"Color of Money, The",False,11873.0
2439,1986,1987,44,ACTRESS IN A SUPPORTING ROLE,Cathy Tyson,Mona Lisa,False,10002.0
2440,1986,1987,44,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Hannah and Her Sisters,False,5143.0
2441,1986,1987,44,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,True,792.0
2442,1986,1987,44,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,False,5143.0
2443,1986,1987,44,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Hoosiers,False,5693.0
2444,1986,1987,44,ACTOR IN A SUPPORTING ROLE,Ray Liotta,Something Wild,False,11300.0
2445,1986,1987,44,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Blue Velvet,False,793.0
2446,1986,1987,44,DIRECTING,Oliver Stone,Platoon,True,792.0
2447,1986,1987,44,DIRECTING,Rob Reiner,Stand By Me,False,235.0
2448,1986,1987,44,DIRECTING,Woody Allen,Hannah and Her Sisters,False,5143.0
2449,1986,1987,44,DIRECTING,James Ivory,"Room with a View, A",False,11257.0
2450,1986,1987,44,DIRECTING,Roland Joffé,"Mission, The",False,11416.0
2451,1986,1987,44,BEST SCREENPLAY,Robert Bolt,"Mission, The",True,11416.0
2452,1986,1987,44,BEST SCREENPLAY,Oliver Stone,Platoon,False,792.0
2453,1986,1987,44,BEST SCREENPLAY,David Lynch,Blue Velvet,False,793.0
2454,1986,1987,44,BEST SCREENPLAY,Woody Allen,Hannah and Her Sisters,False,5143.0
2455,1986,1987,44,BEST SCREENPLAY,Neil Jordan,Mona Lisa,False,10002.0
2456,1986,1987,44,FOREIGN,The Assault,The Assault,True,2753.0
2457,1986,1987,44,FOREIGN,Betty Blue,Betty Blue,False,11986.0
2458,1986,1987,44,FOREIGN,Ginger & Fred,Ginger & Fred,False,42021.0
2459,1986,1987,44,FOREIGN,Otello,Otello,False,198469.0
2460,1986,1987,44,FOREIGN,3 Men and a Cradle,3 Men and a Cradle,False,4180.0
2461,1986,1987,44,BEST SCORE,Ennio Morricone,"Mission, The",True,11416.0
2462,1986,1987,44,BEST SCORE,Miles Goodman,Little Shop of Horrors,False,10776.0
2463,1986,1987,44,BEST SCORE,Maurice Jarre,"Mosquito Coast, The",False,11120.0
2464,1986,1987,44,BEST SCORE,Herbie Hancock,'Round Midnight,False,14670.0
2465,1986,1987,44,BEST SCORE,Harold Faltermeyer,Top Gun,False,744.0
2466,1986,1987,44,BEST SONG,"Take My Breath Away, Giorgio Moroder, Tom Whitlock",Top Gun,True,744.0
2467,1986,1987,44,BEST SONG,"The Glory of Love, Peter Cetera, David Foster","Karate Kid Part II, The",False,8856.0
2468,1986,1987,44,BEST SONG,"Life in a Looking Glass, Henry Mancini, Leslie Bricusse",That's Life!,False,52961.0
2469,1986,1987,44,BEST SONG,"Somewhere Out There, James Horner, Barry Mann, Cynthia Weil","American Tail, An",False,4978.0
2470,1986,1987,44,BEST SONG,"Sweet Freedom, Rod Temperton",Running Scared,False,15698.0
2471,1986,1987,44,BEST SONG,"They Don't Make Them Like They Used To, Burt Bacharach, Carole Bayer Sager",Tough Guys,False,11038.0
2472,1986,1987,44,SPECIAL AWARD,Anthony Quinn,,False,
2473,1987,1988,45,BEST PICTURE (DRAMA),"Last Emperor, The","Last Emperor, The",True,746.0
2474,1987,1988,45,BEST PICTURE (DRAMA),Empire of the Sun,Empire of the Sun,False,10110.0
2475,1987,1988,45,BEST PICTURE (DRAMA),Fatal Attraction,Fatal Attraction,False,10998.0
2476,1987,1988,45,BEST PICTURE (DRAMA),La Bamba,La Bamba,False,16620.0
2477,1987,1988,45,BEST PICTURE (DRAMA),Nuts,Nuts,False,40634.0
2478,1987,1988,45,BEST PICTURE (DRAMA),Cry Freedom,Cry Freedom,False,12506.0
2479,1987,1988,45,BEST PICTURE (COM),Hope and Glory,Hope and Glory,True,32054.0
2480,1987,1988,45,BEST PICTURE (COM),Baby Boom,Baby Boom,False,11215.0
2481,1987,1988,45,BEST PICTURE (COM),Broadcast News,Broadcast News,False,12626.0
2482,1987,1988,45,BEST PICTURE (COM),Dirty Dancing,Dirty Dancing,False,88.0
2483,1987,1988,45,BEST PICTURE (COM),Moonstruck,Moonstruck,False,2039.0
2484,1987,1988,45,ACTRESS (DRAMA),Sally Kirkland,Anna,True,107285.0
2485,1987,1988,45,ACTRESS (DRAMA),Glenn Close,Fatal Attraction,False,10998.0
2486,1987,1988,45,ACTRESS (DRAMA),Faye Dunaway,Barfly,False,10937.0
2487,1987,1988,45,ACTRESS (DRAMA),Rachel Levin,Gaby: A True Story,False,191550.0
2488,1987,1988,45,ACTRESS (DRAMA),Barbra Streisand,Nuts,False,40634.0
2489,1987,1988,45,ACTOR (DRAMA),Michael Douglas,Wall Street,True,10673.0
2490,1987,1988,45,ACTOR (DRAMA),John Lone,"Last Emperor, The",False,746.0
2491,1987,1988,45,ACTOR (DRAMA),Jack Nicholson,Ironweed,False,40962.0
2492,1987,1988,45,ACTOR (DRAMA),Nick Nolte,Weeds,False,96333.0
2493,1987,1988,45,ACTOR (DRAMA),Denzel Washington,Cry Freedom,False,12506.0
2494,1987,1988,45,ACTRESS (COM),Cher,Moonstruck,True,2039.0
2495,1987,1988,45,ACTRESS (COM),Jennifer Grey,Dirty Dancing,False,88.0
2496,1987,1988,45,ACTRESS (COM),Holly Hunter,Broadcast News,False,12626.0
2497,1987,1988,45,ACTRESS (COM),Diane Keaton,Baby Boom,False,11215.0
2498,1987,1988,45,ACTRESS (COM),Bette Midler,Outrageous Fortune,False,20242.0
2499,1987,1988,45,ACTOR (COM),Robin Williams,"Good Morning, Vietnam",True,801.0
2500,1987,1988,45,ACTOR (COM),Danny DeVito,Throw Momma From The Train,False,11896.0
2501,1987,1988,45,ACTOR (COM),William Hurt,Broadcast News,False,12626.0
2502,1987,1988,45,ACTOR (COM),Steve Martin,Roxanne,False,11584.0
2503,1987,1988,45,ACTOR (COM),Patrick Swayze,Dirty Dancing,False,88.0
2504,1987,1988,45,ACTOR (COM),Nicolas Cage,Moonstruck,False,2039.0
2505,1987,1988,45,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,Moonstruck,True,2039.0
2506,1987,1988,45,ACTRESS IN A SUPPORTING ROLE,Norma Aleandro,Gaby: A True Story,False,191550.0
2507,1987,1988,45,ACTRESS IN A SUPPORTING ROLE,Anne Archer,Fatal Attraction,False,10998.0
2508,1987,1988,45,ACTRESS IN A SUPPORTING ROLE,Anne Ramsey,Throw Momma From The Train,False,11896.0
2509,1987,1988,45,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Prick Up Your Ears,False,27857.0
2510,1987,1988,45,ACTOR IN A SUPPORTING ROLE,Sean Connery,"Untouchables, The",True,117.0
2511,1987,1988,45,ACTOR IN A SUPPORTING ROLE,Richard Dreyfuss,Nuts,False,40634.0
2512,1987,1988,45,ACTOR IN A SUPPORTING ROLE,R. Lee Ermey,Full Metal Jacket,False,600.0
2513,1987,1988,45,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Street Smart,False,60631.0
2514,1987,1988,45,ACTOR IN A SUPPORTING ROLE,Rob Lowe,Square Dance,False,79615.0
2515,1987,1988,45,DIRECTING,Bernardo Bertolucci,"Last Emperor, The",True,746.0
2516,1987,1988,45,DIRECTING,Adrian Lyne,Fatal Attraction,False,10998.0
2517,1987,1988,45,DIRECTING,Richard Attenborough,Cry Freedom,False,12506.0
2518,1987,1988,45,DIRECTING,John Boorman,Hope and Glory,False,32054.0
2519,1987,1988,45,DIRECTING,James L. Brooks,Broadcast News,False,12626.0
2520,1987,1988,45,BEST SCREENPLAY,Bernardo Bertolucci,"Last Emperor, The",True,746.0
2521,1987,1988,45,BEST SCREENPLAY,John Patrick Shanley,Moonstruck,False,2039.0
2522,1987,1988,45,BEST SCREENPLAY,James L. Brooks,Broadcast News,False,12626.0
2523,1987,1988,45,BEST SCREENPLAY,John Boorman,Hope and Glory,False,32054.0
2524,1987,1988,45,BEST SCREENPLAY,David Mamet,House of Games,False,26719.0
2525,1987,1988,45,FOREIGN,My Life as a Dog,My Life as a Dog,True,8816.0
2526,1987,1988,45,FOREIGN,Dark Eyes,Dark Eyes,False,44658.0
2527,1987,1988,45,FOREIGN,Goodbye Children,Goodbye Children,False,1786.0
2528,1987,1988,45,FOREIGN,Jean De Florette,Jean De Florette,False,4480.0
2529,1987,1988,45,FOREIGN,Repentance,Repentance,False,96920.0
2530,1987,1988,45,BEST SCORE,"David Byrne, Ryuichi Sakamoto, Cong Su","Last Emperor, The",True,746.0
2531,1987,1988,45,BEST SCORE,George Fenton,Cry Freedom,False,12506.0
2532,1987,1988,45,BEST SCORE,John Williams,Empire of the Sun,False,10110.0
2533,1987,1988,45,BEST SCORE,Henry Mancini,"Glass Menagerie, The",False,52780.0
2534,1987,1988,45,BEST SCORE,Ennio Morricone,"Untouchables, The",False,117.0
2535,1987,1988,45,BEST SONG,"(I've Had) The Time of My Life, Franke Previte, Donald Markowitz, John DeNicola",Dirty Dancing,True,88.0
2536,1987,1988,45,BEST SONG,"Shakedown, Harold Faltermeyer, Keith Forsey, Bob Seger",Beverly Hills Cop II,False,96.0
2537,1987,1988,45,BEST SONG,"Who's That Girl, Madonna, Patrick Leonard",Who's That Girl,False,26827.0
2538,1987,1988,45,BEST SONG,"Nothing's Gonna Stop Us Now, Donald Markowitz, John DeNicola, Franke Previte",Mannequin,False,10019.0
2539,1987,1988,45,BEST SONG,"The Secret Of My Success, David Foster, Tom Keane, Tim DuBois","Secret of My Success, The",False,10021.0
2540,1987,1988,45,SPECIAL AWARD,Clint Eastwood,,False,
2541,1988,1989,46,BEST PICTURE (DRAMA),Rain Man,Rain Man,True,380.0
2542,1988,1989,46,BEST PICTURE (DRAMA),"Cry in the Dark, A","Cry in the Dark, A",False,35119.0
2543,1988,1989,46,BEST PICTURE (DRAMA),Gorillas in the Mist: The Adventure of Dian Fossey,Gorillas in the Mist: The Adventure of Dian Fossey,False,10130.0
2544,1988,1989,46,BEST PICTURE (DRAMA),Mississippi Burning,Mississippi Burning,False,1632.0
2545,1988,1989,46,BEST PICTURE (DRAMA),Running on Empty,Running on Empty,False,18197.0
2546,1988,1989,46,BEST PICTURE (DRAMA),"Unbearable Lightness of Being, The","Unbearable Lightness of Being, The",False,10644.0
2547,1988,1989,46,BEST PICTURE (DRAMA),"Accidental Tourist, The","Accidental Tourist, The",False,31052.0
2548,1988,1989,46,BEST PICTURE (COM),Working Girl,Working Girl,True,3525.0
2549,1988,1989,46,BEST PICTURE (COM),Big,Big,False,2280.0
2550,1988,1989,46,BEST PICTURE (COM),"Fish Called Wanda, A","Fish Called Wanda, A",False,623.0
2551,1988,1989,46,BEST PICTURE (COM),Midnight Run,Midnight Run,False,9013.0
2552,1988,1989,46,BEST PICTURE (COM),Who Framed Roger Rabbit,Who Framed Roger Rabbit,False,856.0
2553,1988,1989,46,ACTRESS (DRAMA),Jodie Foster,"Accused, The",True,10868.0
2554,1988,1989,46,ACTRESS (DRAMA),Shirley MacLaine,Madame Sousatzka,True,118098.0
2555,1988,1989,46,ACTRESS (DRAMA),Sigourney Weaver,Gorillas in the Mist: The Adventure of Dian Fossey,True,10130.0
2556,1988,1989,46,ACTRESS (DRAMA),Christine Lahti,Running on Empty,False,18197.0
2557,1988,1989,46,ACTRESS (DRAMA),Meryl Streep,"Cry in the Dark, A",False,35119.0
2558,1988,1989,46,ACTOR (DRAMA),Dustin Hoffman,Rain Man,True,380.0
2559,1988,1989,46,ACTOR (DRAMA),Gene Hackman,Mississippi Burning,False,1632.0
2560,1988,1989,46,ACTOR (DRAMA),Tom Hulce,Dominick & Eugene,False,49314.0
2561,1988,1989,46,ACTOR (DRAMA),Edward James Olmos,Stand and Deliver,False,29154.0
2562,1988,1989,46,ACTOR (DRAMA),Forest Whitaker,Bird,False,24679.0
2563,1988,1989,46,ACTRESS (COM),Melanie Griffith,Working Girl,True,3525.0
2564,1988,1989,46,ACTRESS (COM),Jamie Lee Curtis,"Fish Called Wanda, A",False,623.0
2565,1988,1989,46,ACTRESS (COM),Amy Irving,Crossing Delancey,False,27397.0
2566,1988,1989,46,ACTRESS (COM),Michelle Pfeiffer,Married to the Mob,False,2321.0
2567,1988,1989,46,ACTRESS (COM),Susan Sarandon,Bull Durham,False,287.0
2568,1988,1989,46,ACTOR (COM),Tom Hanks,Big,True,2280.0
2569,1988,1989,46,ACTOR (COM),Bob Hoskins,Who Framed Roger Rabbit,False,856.0
2570,1988,1989,46,ACTOR (COM),Michael Caine,Dirty Rotten Scoundrels,False,10141.0
2571,1988,1989,46,ACTOR (COM),John Cleese,"Fish Called Wanda, A",False,623.0
2572,1988,1989,46,ACTOR (COM),Robert De Niro,Midnight Run,False,9013.0
2573,1988,1989,46,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,Working Girl,True,3525.0
2574,1988,1989,46,ACTRESS IN A SUPPORTING ROLE,Sônia Braga,Moon Over Parador,False,34014.0
2575,1988,1989,46,ACTRESS IN A SUPPORTING ROLE,Barbara Hershey,"Last Temptation of Christ, The",False,11051.0
2576,1988,1989,46,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Unbearable Lightness of Being, The",False,10644.0
2577,1988,1989,46,ACTRESS IN A SUPPORTING ROLE,Diane Venora,Bird,False,24679.0
2578,1988,1989,46,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker: The Man and His Dream,True,28176.0
2579,1988,1989,46,ACTOR IN A SUPPORTING ROLE,River Phoenix,Running on Empty,False,18197.0
2580,1988,1989,46,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,False,47282.0
2581,1988,1989,46,ACTOR IN A SUPPORTING ROLE,Neil Patrick Harris,Clara's Heart,False,73079.0
2582,1988,1989,46,ACTOR IN A SUPPORTING ROLE,Raul Julia,Moon Over Parador,False,34014.0
2583,1988,1989,46,ACTOR IN A SUPPORTING ROLE,Lou Diamond Phillips,Stand and Deliver,False,29154.0
2584,1988,1989,46,DIRECTING,Clint Eastwood,Bird,True,24679.0
2585,1988,1989,46,DIRECTING,Barry Levinson,Rain Man,False,380.0
2586,1988,1989,46,DIRECTING,Sidney Lumet,Running on Empty,False,18197.0
2587,1988,1989,46,DIRECTING,Mike Nichols,Working Girl,False,3525.0
2588,1988,1989,46,DIRECTING,Alan Parker,Mississippi Burning,False,1632.0
2589,1988,1989,46,DIRECTING,Fred Schepisi,"Cry in the Dark, A",False,35119.0
2590,1988,1989,46,BEST SCREENPLAY,Naomi Foner,Running on Empty,True,18197.0
2591,1988,1989,46,BEST SCREENPLAY,Robert Caswell,"Cry in the Dark, A",False,35119.0
2592,1988,1989,46,BEST SCREENPLAY,Chris Gerolmo,Mississippi Burning,False,1632.0
2593,1988,1989,46,BEST SCREENPLAY,Ronald Bass,Rain Man,False,380.0
2594,1988,1989,46,BEST SCREENPLAY,Kevin Wade,Working Girl,False,3525.0
2595,1988,1989,46,FOREIGN,Pelle The Conqueror,Pelle The Conqueror,True,11174.0
2596,1988,1989,46,FOREIGN,Babette's Feast,Babette's Feast,False,11832.0
2597,1988,1989,46,FOREIGN,Hanussen,Hanussen,False,29932.0
2598,1988,1989,46,FOREIGN,Salaam Bombay!,Salaam Bombay!,False,45129.0
2599,1988,1989,46,FOREIGN,Women on the Verge of a Nervous Breakdown,Women on the Verge of a Nervous Breakdown,False,4203.0
2600,1988,1989,46,BEST SCORE,Maurice Jarre,Gorillas in the Mist: The Adventure of Dian Fossey,True,10130.0
2601,1988,1989,46,BEST SCORE,John Williams,"Accidental Tourist, The",False,31052.0
2602,1988,1989,46,BEST SCORE,Peter Gabriel,"Last Temptation of Christ, The",False,11051.0
2603,1988,1989,46,BEST SCORE,Gerald Gouriet,Madame Sousatzka,False,118098.0
2604,1988,1989,46,BEST SCORE,Dave Grusin,"Milagro Beanfield War, The",False,13482.0
2605,1988,1989,46,BEST SONG,"Let the River Run, Carly Simon",Working Girl,True,3525.0
2606,1988,1989,46,BEST SONG,"Two Hearts, Phil Collins, Lamont Dozier",Buster,True,24782.0
2607,1988,1989,46,BEST SONG,"Kokomo, Mike Love, Terry Melcher, John Phillips, Scott McKenzie",Cocktail,False,7520.0
2608,1988,1989,46,BEST SONG,"Twins, Skip Scarborough, Lorrin Bates",Twins,False,9493.0
2609,1988,1989,46,BEST SONG,"Why Should I Worry?, Dan Hartman, Charlie Midnight",Oliver & Company,False,12233.0
